epoch,mean_fw_nfe,std_fw_nfe,mean_loss,std_loss,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc
1,32.0,0.0,2.081001949310303,0.021962237280277994,0.23812499999999998,0.0671664211120408,0.3187313432835821,0.062290370207112235,0.3070820110238851,0.06042627305296763
2,97.2,2.4000000000000004,1.7863414287567139,0.018823731535722768,0.29500000000000004,0.0775,0.33999999999999997,0.046634566604675125,0.3333221980958744,0.046637664681060176
3,169.0,4.024922359499621,1.6178544402122497,0.027755448861581985,0.333125,0.0780149224507722,0.37529850746268656,0.04387202931892348,0.36696175045932855,0.0491970997001457
4,242.6,3.2310988842807027,1.4594095349311829,0.03699090445138145,0.43562500000000004,0.07856376788953034,0.4558955223880597,0.06285819610837996,0.44733589443794886,0.060817198097966374
5,314.4,3.9799497484264794,1.3260726094245912,0.040411673570710585,0.5562499999999999,0.09320675941153625,0.5557462686567163,0.06420170549634094,0.5445966260230499,0.07088264939763515
6,387.4,5.660388679233963,1.2112614989280701,0.03901823768876244,0.74375,0.06123724356957944,0.7093283582089552,0.07608738717986845,0.6960414230833473,0.07321080415064589
7,456.8,7.95989949685296,1.1056634187698364,0.042525424826651385,0.819375,0.05357894292536946,0.8049253731343283,0.04369618065751691,0.7960915316519125,0.04199191059845689
8,525.6,6.118823416311342,1.0162347197532653,0.04180351635826415,0.8612500000000001,0.036954363747736196,0.8485074626865672,0.027441994151190717,0.8389510606313679,0.02409485280810986
9,593.2,7.95989949685296,0.9308239579200744,0.03680597277344764,0.880625,0.03118117420816606,0.8521641791044777,0.036598296220661575,0.8464172373475864,0.033071845057687566
10,660.2,8.072174428244226,0.8586095869541168,0.040333368172968447,0.903125,0.028675174367386147,0.8843283582089553,0.013687470469385518,0.8765825956238515,0.016411769561130562
11,726.0,8.899438184514796,0.7859661102294921,0.03663364996685484,0.915625,0.025039032030012672,0.8937313432835821,0.013910255587680309,0.8908134290963753,0.012783971571734411
12,793.6,11.447270417003347,0.7268845081329346,0.03630932801886876,0.9225,0.012869537676233746,0.891268656716418,0.014490108470403941,0.888708869216636,0.011540464962600357
13,858.2,12.014990636700471,0.6695514142513275,0.03710437756532043,0.9262499999999999,0.013346347815039131,0.8938059701492536,0.006872563056622574,0.892917988976115,0.008230102518090754
14,924.0,13.942740046346701,0.6138447403907776,0.03023772962821936,0.9324999999999999,0.018071040368501188,0.9030597014925373,0.011275573640693863,0.9006347085351596,0.008349907995949443
15,991.0,15.70350279396288,0.5733769774436951,0.042116523566674724,0.938125,0.010250762166785459,0.9047014925373134,0.0073351034404172955,0.904910639719392,0.005081101096247125
16,1056.2,14.951922953252534,0.5289484143257142,0.02804970957808385,0.940625,0.0069877124296868175,0.9085074626865672,0.007538421671148871,0.9078670452647403,0.006507772306861054
17,1122.0,12.86856635371633,0.49417746663093565,0.037592438795075234,0.94375,0.011858541225631434,0.9130597014925372,0.007167676385186016,0.9111241022214799,0.006239562024814151
18,1187.2,13.362634470792052,0.45926259756088256,0.026993297401726273,0.95,0.010077822185373191,0.9140298507462686,0.006714759330866841,0.9127609821279437,0.006806511244015049
19,1251.2,13.362634470792052,0.4205751597881317,0.03128339075567383,0.94625,0.010155048005794953,0.9182089552238807,0.008331513872807665,0.9154835476866543,0.005321373750484054
20,1315.2,13.362634470792052,0.3838281393051147,0.033803229625744925,0.95,0.009270248108869584,0.9207462686567165,0.008752684723221353,0.9156672791047269,0.004659737661512807
21,1379.8,14.211263138792413,0.36190812587738036,0.028356668348232625,0.953125,0.008028270361665724,0.9209701492537313,0.008976653464300233,0.9185568732253216,0.003772183928310261
22,1443.8,14.211263138792413,0.3394822835922241,0.029250928523841147,0.954375,0.011197795541980573,0.9270149253731343,0.006495538849847447,0.9214798730582929,0.005102688394298252
23,1507.8,14.211263138792413,0.31136316657066343,0.025029704153868113,0.959375,0.010551214385083841,0.9288805970149253,0.003977688946637713,0.9228996158343078,0.0034830161275144003
24,1572.4,13.994284547628721,0.29144641757011414,0.01786731322133287,0.9712499999999998,0.010897247358851683,0.9279850746268655,0.0031705441472012013,0.9240855186236846,0.0036672184882858374
25,1637.0,13.74772708486752,0.2687141880393028,0.020466315101087387,0.9681249999999999,0.010250762166785436,0.9306716417910449,0.0035704100638524216,0.9264907299148154,0.002632965690079087
26,1701.6,13.734627770711517,0.2554566577076912,0.022138690635593188,0.9731249999999999,0.006874999999999976,0.9317164179104477,0.005636675403218426,0.9268748956071488,0.0028185791435627735
27,1766.2,14.46236495183274,0.23011194914579391,0.016370873715574854,0.96875,0.006249999999999978,0.9311194029850747,0.007204875085275995,0.9279605812593955,0.0018971533169404727
28,1830.8,15.367498169838838,0.2234798789024353,0.018880448239546523,0.9775,0.005728219618694799,0.9296268656716418,0.006306301324872545,0.9284115583764823,0.003736515167953397
29,1894.8,15.367498169838838,0.205762380361557,0.015191753554267362,0.978125,0.010174262872562331,0.9329850746268656,0.0038169289112072865,0.9286788040754969,0.002004342742608995
30,1958.8,15.367498169838838,0.19422307014465331,0.014196384422825921,0.9775,0.009354143466934856,0.9311940298507462,0.006521209634314452,0.9291798897611493,0.0036867558807606956
31,2022.8,15.367498169838838,0.18156834989786147,0.01591505814457567,0.983125,0.005625000000000027,0.933134328358209,0.00472217672225564,0.9303156839819609,0.0021659682749219757
32,2086.8,15.367498169838838,0.17103666812181473,0.010489358292373513,0.9862500000000001,0.0046770717334674574,0.9337313432835821,0.003946060915343969,0.9311842325037581,0.002447980084925514
33,2150.8,15.367498169838838,0.15821241289377214,0.014528413791219762,0.9875000000000002,0.007905694150420963,0.9340298507462688,0.0071205136966427385,0.9311341239351929,0.0028669128016570243
34,2214.8,15.367498169838838,0.15494933426380159,0.015307209034516208,0.99,0.006373774391991004,0.9359701492537313,0.003831491836714451,0.931952563888425,0.0016266215231588235
35,2278.8,15.367498169838838,0.14444206207990645,0.00890348544620076,0.99125,0.006959705453537535,0.9347014925373134,0.009268464439085232,0.9333556038082511,0.0015985951045940205
36,2342.8,15.367498169838838,0.13587395697832108,0.010536116207046798,0.993125,0.0058962382075353785,0.9321641791044776,0.007075398282773901,0.9327208952730917,0.0016632556251217102
37,2407.4,14.80675521510368,0.12662879452109338,0.011911683321283858,0.996875,0.003124999999999989,0.9349253731343283,0.005253646539342715,0.9323033238683817,0.002053908057033394
38,2472.0,14.696938456699069,0.12034113109111785,0.010108938209369627,0.9962500000000001,0.003061862178478962,0.9375373134328358,0.006782839064113145,0.9329046266911643,0.0025298624809816568
39,2536.0,14.696938456699069,0.11447939723730087,0.012106734188032342,0.9956250000000001,0.0028641098093473896,0.9382835820895522,0.005072980417718597,0.9333556038082513,0.0022384320117255266
40,2600.0,14.696938456699069,0.10861861705780029,0.007575893916395956,1.0,0.0,0.9361940298507461,0.005626786491386375,0.9337731752129615,0.0011085714719255026
41,2664.0,14.696938456699069,0.10241306722164153,0.010527534985415508,1.0,0.0,0.9361940298507463,0.005172993082275626,0.9335226323701354,0.00193637905410916
42,2728.0,14.696938456699069,0.0989006705582142,0.009168366530650316,0.999375,0.0018749999999999936,0.9349253731343283,0.007952577196869997,0.9326039752797728,0.0028101035362238227
43,2792.0,14.696938456699069,0.09702402725815773,0.008097356596696713,1.0,0.0,0.9378358208955225,0.005350803513505498,0.933672958075831,0.002380318169302535
44,2856.0,14.696938456699069,0.09283473715186119,0.00813452849918937,1.0,0.0,0.9354477611940301,0.007105245788145387,0.9329714381159178,0.0023276974776814258
45,2920.0,14.696938456699069,0.08726826384663582,0.008118008509404723,1.0,0.0,0.934776119402985,0.007275258272808312,0.9319358610322366,0.0025759790089153736
46,2984.0,14.696938456699069,0.0848514698445797,0.010432949879748644,0.999375,0.0018749999999999936,0.9333582089552237,0.007032765501510961,0.9327710038416569,0.0037365525000661605
47,3048.0,14.696938456699069,0.08311301618814468,0.006157073396856956,1.0,0.0,0.9367910447761194,0.007989258214976758,0.9330549523968598,0.0017783640092475283
48,3112.0,14.696938456699069,0.07849644608795643,0.009240633938602551,1.0,0.0,0.9327611940298507,0.005099259792792981,0.9333054952396859,0.0013774540785047164
49,3176.0,14.696938456699069,0.07481070794165134,0.009264350036988146,0.999375,0.0018749999999999936,0.9363432835820895,0.005989241858875627,0.9337898780691498,0.002904760675908253
50,3240.0,14.696938456699069,0.07104591354727745,0.004480668862876453,1.0,0.0,0.9378358208955225,0.005644574058910669,0.9350425922832803,0.0019456497522468868
51,3304.0,14.696938456699069,0.07413369044661522,0.004568440682727649,1.0,0.0,0.9350746268656716,0.004893610839031336,0.9342575580424253,0.002081098129570403
52,3368.6,15.285287043428397,0.07178861647844315,0.005898292320353006,1.0,0.0,0.9317164179104479,0.00821065111383236,0.9332887923834976,0.002609283392039874
53,3432.6,15.285287043428397,0.06898482479155063,0.007491695378776105,1.0,0.0,0.9367164179104478,0.007839728947265017,0.9320527810255553,0.0034041060171322974
54,3496.6,15.285287043428397,0.07061081677675247,0.006016909108559427,1.0,0.0,0.9350000000000002,0.007269514798104916,0.9329881409721063,0.003020216349369149
55,3560.6,15.285287043428397,0.06936782374978065,0.00678544379845647,1.0,0.0,0.93,0.010956687852079372,0.9323868381493237,0.005875418117427876
56,3624.6,15.285287043428397,0.06881149113178253,0.004613446260109496,1.0,0.0,0.9308208955223879,0.009140191757763016,0.9336395523634542,0.003226765298938084
57,3688.6,15.285287043428397,0.06759406812489033,0.007537387968563409,1.0,0.0,0.9339552238805972,0.006906513821746193,0.9338232837815268,0.00268162782567421
58,3752.6,15.285287043428397,0.06600960120558738,0.003216880896766688,1.0,0.0,0.9388059701492537,0.00442758118632577,0.9317354267579756,0.00457429604958003
59,3817.2,15.13142425550219,0.06251396834850312,0.0036584189543531,1.0,0.0,0.9317164179104477,0.006210192901900471,0.9318857524636712,0.00314333375545621
60,3881.2,15.13142425550219,0.0647250946611166,0.004891317364312123,1.0,0.0,0.92955223880597,0.009754162422384777,0.9318523467512945,0.0036806971159750804
61,3945.2,15.13142425550219,0.061504028365015985,0.006800557994249074,1.0,0.0,0.9314179104477611,0.008198432876239057,0.9309002839485551,0.002128615033344272
62,4009.2,15.13142425550219,0.06362838931381702,0.004009139780879361,0.999375,0.0018749999999999936,0.9369402985074627,0.0043161175346033715,0.9335727409387007,0.0019749670744639955
63,4073.2,15.13142425550219,0.06373189762234688,0.004328402486027222,1.0,0.0,0.9353731343283582,0.008324826726796635,0.9333556038082513,0.0028930195549839353
64,4137.2,15.13142425550219,0.061143121868371966,0.007464531374754771,1.0,0.0,0.9337313432835821,0.00646976620946066,0.9321028895941206,0.0030252464703103893
65,4201.2,15.13142425550219,0.0625164557248354,0.008749886201627054,1.0,0.0,0.9317910447761193,0.0061827806499128325,0.9331718723901787,0.0036029032601911154
66,4265.2,15.13142425550219,0.061088429391384126,0.005252781118917129,0.999375,0.0018749999999999936,0.9335074626865671,0.007801631167584622,0.9306831468181059,0.004686334502555607
67,4329.2,15.13142425550219,0.060989263281226155,0.0077675724867124684,1.0,0.0,0.9306716417910448,0.004214271015968795,0.9296475697344248,0.0025471718778297403
68,4393.2,15.13142425550219,0.06444081142544747,0.008032470396577092,0.999375,0.0018749999999999936,0.9285820895522388,0.009042177351893048,0.9294638383163522,0.0038300563406367767
69,4457.2,15.13142425550219,0.0640705831348896,0.006343491612685773,1.0,0.0,0.9295522388059702,0.01043816190143634,0.9285451812259897,0.006368499212182397
70,4521.2,15.13142425550219,0.06447921842336654,0.004802990341982879,1.0,0.0,0.9283582089552238,0.009609205136011855,0.9290963754802071,0.00403590917417686
71,4585.2,15.13142425550219,0.06170842498540878,0.005854380067036454,1.0,0.0,0.9295522388059702,0.0075162258579189066,0.9295306497411057,0.005018339716526081
72,4649.2,15.13142425550219,0.06140049025416374,0.004930890747744098,1.0,0.0,0.9250746268656715,0.008411344957376346,0.9266577584766995,0.004941025581099047
73,4713.2,15.13142425550219,0.06042000502347946,0.004304770285349158,1.0,0.0,0.9317164179104479,0.006395744436139047,0.9305495239685987,0.004333610678513482
74,4777.2,15.13142425550219,0.06191092841327191,0.00654716998461561,1.0,0.0,0.9279104477611938,0.008032014356461921,0.928110906965091,0.005967479620137449
75,4841.2,15.13142425550219,0.06300898604094982,0.006363084123626427,1.0,0.0,0.9314179104477611,0.005302710126415075,0.9306330382495407,0.005069557621750306
76,4905.2,15.13142425550219,0.0657435916364193,0.007121175447302297,1.0,0.0,0.9292537313432836,0.010859683440944025,0.9291130783363956,0.005604897191546166
77,4969.2,15.13142425550219,0.0657545231282711,0.004764069955502321,0.999375,0.0018749999999999936,0.9247761194029851,0.006504107035671925,0.92791047269083,0.004428745861146246
78,5033.2,15.13142425550219,0.060675511881709096,0.005642952162419489,1.0,0.0,0.926044776119403,0.009744165620742722,0.9267245699014532,0.006414875384672347
79,5097.2,15.13142425550219,0.06401489600539208,0.0045947545491092584,1.0,0.0,0.9308208955223881,0.01163820266166687,0.9287957240688158,0.004081140484593568
