epoch,mean_fw_nfe,std_fw_nfe,mean_loss,std_loss,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc
80,5161.2,15.13142425550219,0.06265358924865723,0.006250867339418155,1.0,0.0,0.9272388059701493,0.010861990929808092,0.924670118590279,0.007983545928481826
81,5225.2,15.13142425550219,0.06664805188775062,0.006556950269302497,1.0,0.0,0.9263432835820895,0.008943088792888946,0.9286955069316853,0.004716864112038246
82,5289.2,15.13142425550219,0.05898816958069801,0.005398589023593302,1.0,0.0,0.9308208955223881,0.00952801265598678,0.9289126440621347,0.004617486392000071
83,5353.2,15.13142425550219,0.06131057552993298,0.009128402905172988,1.0,0.0,0.9254477611940299,0.009721277185538243,0.9278436612660764,0.0036349344937325265
84,5417.2,15.13142425550219,0.06704933457076549,0.006238704555922034,1.0,0.0,0.925,0.00847105327544665,0.9265408384833809,0.006057313307427441
85,5481.2,15.13142425550219,0.06464297696948051,0.00813688971191805,1.0,0.0,0.9270149253731343,0.007594360736243924,0.9280942041089026,0.008238843603758143
86,5545.2,15.13142425550219,0.06583823300898076,0.0074071538798798145,1.0,0.0,0.9299253731343284,0.005207329858035675,0.9296475697344245,0.002664930105251928
87,5609.2,15.13142425550219,0.06608533002436161,0.003253613042204807,1.0,0.0,0.9281343283582089,0.008161668418011126,0.9278269584098882,0.004337889644950796
88,5673.2,15.13142425550219,0.06650604121387005,0.0057852564408275315,1.0,0.0,0.9253731343283581,0.00856747620212905,0.9277601469851344,0.004029683050728924
89,5737.2,15.13142425550219,0.06349420845508576,0.006490798976075493,1.0,0.0,0.9252985074626865,0.005396404832773416,0.9265074327710039,0.005990716357831287
90,5801.2,15.13142425550219,0.06393617987632752,0.006946180903312446,1.0,0.0,0.926044776119403,0.009652286233782802,0.9247536328712209,0.008359525054332581
91,5865.2,15.13142425550219,0.06446028798818589,0.008561693915961786,1.0,0.0,0.9288805970149253,0.007705381986741139,0.9245531985969603,0.005734725669916484
92,5929.2,15.13142425550219,0.06674135252833366,0.0063061398059924105,1.0,0.0,0.9267910447761194,0.006414872588907939,0.9281777183898446,0.0037281433542259573
93,5993.2,15.13142425550219,0.06875165849924088,0.006291416154906919,1.0,0.0,0.9185074626865672,0.008650280675129619,0.9227325872724237,0.004936365181109968
94,6057.2,15.13142425550219,0.06300492435693741,0.007559358065041321,1.0,0.0,0.923955223880597,0.010540367829273653,0.9262401870719895,0.005397995148591849
95,6121.2,15.13142425550219,0.06468690857291222,0.008795979308695278,1.0,0.0,0.9292537313432836,0.009450248428821943,0.9279271755470185,0.006259115390864118
96,6185.2,15.13142425550219,0.07141084335744381,0.006577903409448629,1.0,0.0,0.9275373134328359,0.007300094446393426,0.9260731585101054,0.006459148038478828
97,6249.2,15.13142425550219,0.06465559788048267,0.009113665224213693,0.999375,0.0018749999999999936,0.9288059701492537,0.007434274271887919,0.9238182729246702,0.006827955185792205
98,6313.2,15.13142425550219,0.06982681974768638,0.007349990504873378,1.0,0.0,0.9338059701492538,0.007418150691325682,0.929012861199265,0.004677992641773254
99,6377.2,15.13142425550219,0.06638741828501224,0.004709431127920253,1.0,0.0,0.9322388059701494,0.01359274635227163,0.9266410556205111,0.00717437741224455
